Hs,Ht,Hd,Hr,Cv,FF,FD,SD,SA,FSR,RT,C_E,P_E,TCE,Workload,Time,tc,fn
0.004166667,0.002047653,0.005002378,0.004067,0.195035,14,167.2904678,79.45789012,32.1468345,2.105397809,112,0.411401,0.263726,3.737669618,1,42,3.737669618,3.737669618
0.004333333,0.003876023,0.002046723,0.005126655,0.142097,20,233.9639582,86.09237856,30.8567345,2.717591988,112,0.442227,0.26469,3.80666249,1,45,3.80666249,3.80666249
0.004333333,0.00234561,0.003798462,0.008568945,0.102233,15,123.56092,68.953432,20.673903,1.791947354,112,0.454408,0.292663,3.871201011,1,48,3.871201011,3.871201011
0.004333333,0.002046723,0.002047653,0.00502387,0.277163,20,116.8976534,63.89236374,24.98726543,1.829602891,112,0.402229,0.250542,3.931825633,1,51,3.931825633,3.931825633
0.0037,0.003876023,0.003876023,0.005002378,0.364527,20,233.9639582,74.09237856,30.8567345,3.157733126,132,0.416748,0.287269,3.988984047,1,54,3.988984047,3.988984047
0.004066667,0.00234561,0.00234561,0.002046723,0.382028,15,123.56092,89.2387654,20.673903,1.38461037,112,0.42648,0.278515,4.043051268,1,57,4.043051268,4.043051268
0.0038,0.002046723,0.002046723,0.003798462,0.530193,20,116.8976534,72.8654,24.98726543,1.604295775,132,0.40881,0.296694,4.094344562,1,60,4.094344562,4.094344562
0.004115995,0.002951108,0.003781141,0.005135761,0.342642068,10,182.0008636,69.47879916,25.93950741,2.61951654,99,0.415986953,0.279751005,4.143134726,1,63,4.143134726,4.143134726
0.004124818,0.002944875,0.003815071,0.005283985,0.359549051,11,184.6481496,67.5479214,26.14379653,2.73358744,99,0.414961634,0.279772396,4.189654742,1,66,4.189654742,4.189654742
0.004133641,0.002938643,0.003849001,0.005432209,0.376456034,14,187.2954355,65.61704365,26.34808564,2.854371747,98,0.413936315,0.279793787,4.234106505,1,69,4.234106505,4.234106505
0.004142465,0.00293241,0.003882931,0.005580434,0.393363017,20,189.9427215,63.6861659,26.55237475,2.982480085,100,0.412910996,0.279815178,4.276666119,1,72,4.276666119,4.276666119
0.004151288,0.002926177,0.003916861,0.005728658,0.410269999,15,192.5900075,61.75528814,26.75666386,3.118599447,102,0.411885677,0.279836569,4.317488114,1,75,4.317488114,4.317488114
0.004160111,0.002919944,0.003950791,0.005876882,0.427176982,20,195.2372934,59.82441039,26.96095297,3.263505518,109,0.410860359,0.27985796,4.356708827,1,78,4.356708827,4.356708827
0.004168935,0.002913711,0.003984721,0.006025106,0.444083965,20,197.8845794,57.89353264,27.16524209,3.418077467,106,0.40983504,0.279879351,4.394449155,1,81,4.394449155,4.394449155
0.004177758,0.002907478,0.004018651,0.006173331,0.460990947,15,200.5318654,55.96265488,27.3695312,3.583315799,101,0.408809721,0.279900742,4.430816799,1,84,4.430816799,4.430816799
0.004186581,0.002901245,0.004052582,0.006321555,0.47789793,20,203.1791514,54.03177713,27.57382031,3.760364033,106,0.407784402,0.279922133,4.465908119,1,87,4.465908119,4.465908119
0.004195404,0.002895012,0.004086512,0.006469779,0.494804913,10,205.8264373,52.10089938,27.77810942,3.950535207,104,0.406759083,0.279943524,4.49980967,1,90,4.49980967,4.49980967
0.004204228,0.002888779,0.004120442,0.006618003,0.511711895,11,208.4737233,50.17002162,27.98239853,4.155344498,96,0.405733765,0.279964915,4.532599493,1,93,4.532599493,4.532599493
0.004213051,0.002882546,0.004154372,0.006766228,0.528618878,14,211.1210093,48.23914387,28.18668765,4.376549672,103,0.404708446,0.279986306,4.564348191,1,96,4.564348191,4.564348191
0.004221874,0.002876313,0.004188302,0.006914452,0.545525861,20,213.7682952,46.30826612,28.39097676,4.616201667,107,0.403683127,0.280007697,4.59511985,1,99,4.59511985,4.59511985
0.004230698,0.00287008,0.004222232,0.007062676,0.562432844,15,216.4155812,44.37738836,28.59526587,4.876708368,102,0.402657808,0.280029088,4.624972813,1,102,4.624972813,4.624972813
0.004239521,0.002863847,0.004256162,0.007210901,0.579339826,20,219.0628672,42.44651061,28.79955498,5.160915798,109,0.401632489,0.280050479,4.65396035,1,105,4.65396035,4.65396035
0.004248344,0.002857614,0.004290092,0.007359125,0.596246809,20,221.7101531,40.51563286,29.00384409,5.472212514,96,0.400607171,0.28007187,4.682131227,1,108,4.682131227,4.682131227
0.004257168,0.002851381,0.004324022,0.007507349,0.613153792,15,224.3574391,38.5847551,29.20813321,5.814665365,101,0.399581852,0.280093261,4.709530201,1,111,4.709530201,4.709530201
0.004265991,0.002845148,0.004357952,0.007655573,0.630060774,20,227.0047251,36.65387735,29.41242232,6.193198142,95,0.398556533,0.280114652,4.736198448,1,114,4.736198448,4.736198448
0.004274814,0.002838915,0.004391882,0.007803798,0.646967757,10,229.652011,34.7229996,29.61671143,6.613829845,98,0.397531214,0.280136043,4.762173935,1,117,4.762173935,4.762173935
0.004283638,0.002832682,0.004425813,0.007952022,0.66387474,11,232.299297,32.79212184,29.82100054,7.08399713,107,0.396505895,0.280157434,4.787491743,1,120,4.787491743,4.787491743
0.004292461,0.002826449,0.004459743,0.008100246,0.680781723,14,234.946583,30.86124409,30.02528965,7.612997788,104,0.395480577,0.280178825,4.812184355,1,123,4.812184355,4.812184355
0.004301284,0.002820216,0.004493673,0.00824847,0.697688705,20,237.593869,28.93036634,30.22957877,8.212611835,97,0.394455258,0.280200216,4.836281907,1,126,4.836281907,4.836281907
0.004310107,0.002813983,0.004527603,0.008396695,0.714595688,15,240.2411549,26.99948858,30.43386788,8.897989093,109,0.393429939,0.280221607,4.859812404,1,129,4.859812404,4.859812404
0.004318931,0.00280775,0.004561533,0.008544919,0.731502671,20,242.8884409,72.65437,30.63815699,3.343067195,109,0.39240462,0.280242998,4.882801923,1,132,4.882801923,4.882801923
0.004327754,0.002801517,0.004595463,0.008693143,0.748409653,20,245.5357269,55.8762834,30.8424461,4.394274492,104,0.391379302,0.280264389,4.905274778,1,135,4.905274778,4.905274778
0.004336577,0.002795284,0.004629393,0.008841368,0.765316636,15,248.1830128,93.8792356,31.04673521,2.643641176,108,0.390353983,0.28028578,4.927253685,1,138,4.927253685,4.927253685
0.004345401,0.002789051,0.004663323,0.008989592,0.782223619,20,250.8302988,187.0923654,31.25102433,1.340676293,101,0.389328664,0.280307171,4.94875989,1,141,4.94875989,4.94875989
0.004354224,0.002782818,0.004697253,0.009137816,0.799130602,10,253.4775848,76.19087488,31.45531344,3.326875891,105,0.388303345,0.280328562,4.9698133,1,144,4.9698133,4.9698133
0.004363047,0.002776585,0.004731183,0.00928604,0.816037584,11,256.1248707,65.98653,31.65960255,3.881472033,109,0.387278026,0.280349953,4.990432587,1,147,4.990432587,4.990432587
0.004371871,0.002770352,0.004765113,0.009434265,0.832944567,14,258.7721567,83.67895432,31.86389166,3.092440134,97,0.386252708,0.280371344,5.010635294,1,150,5.010635294,5.010635294
0.004380694,0.002764119,0.004799044,0.009582489,0.84985155,20,261.4194427,55.4569876,32.06818077,4.713913503,98,0.385227389,0.280392735,5.030437921,1,153,5.030437921,5.030437921
0.004389517,0.002757886,0.004832974,0.009730713,0.866758532,15,264.0667286,55.8762834,32.27246989,4.725917913,100,0.38420207,0.280414126,5.049856007,1,156,5.049856007,5.049856007
0.00439834,0.002751653,0.004866904,0.009878937,0.883665515,20,266.7140146,80.45645893,32.476759,3.315010605,102,0.383176751,0.280435517,5.068904202,1,159,5.068904202,5.068904202
0.004407164,0.00274542,0.004900834,0.010027162,0.900572498,20,269.3613006,83.76328,32.68104811,3.215744424,104,0.382151432,0.280456908,5.087596335,1,162,5.087596335,5.087596335
0.004415987,0.002739187,0.004934764,0.010175386,0.91747948,15,272.0085866,57.89236374,32.88533722,4.698522724,109,0.381126114,0.280478298,5.105945474,1,165,5.105945474,5.105945474
0.00442481,0.002732954,0.004968694,0.01032361,0.934386463,20,274.6558725,92.456292,33.08962633,2.970656367,101,0.380100795,0.280499689,5.123963979,1,168,5.123963979,5.123963979
0.004433634,0.002726721,0.005002624,0.010471834,0.951293446,10,277.3031585,79.45789012,33.29391545,3.489938609,106,0.379075476,0.28052108,5.141663557,1,171,5.141663557,5.141663557
0.004442457,0.002720488,0.005036554,0.010620059,0.968200429,11,279.9504445,86.09237856,33.49820456,3.251744802,101,0.378050157,0.280542471,5.159055299,1,174,5.159055299,5.159055299
0.00445128,0.002714255,0.005070484,0.010768283,0.985107411,14,282.5977304,68.953432,33.70249367,4.098385276,109,0.377024838,0.280563862,5.176149733,1,177,5.176149733,5.176149733
0.004460104,0.002708022,0.005104414,0.010916507,1.002014394,20,285.2450164,63.89236374,33.90678278,4.464461787,96,0.37599952,0.280585253,5.192956851,1,180,5.192956851,5.192956851
0.004468927,0.002701789,0.005138344,0.011064732,1.018921377,15,287.8923024,74.09237856,34.11107189,3.885585913,102,0.374974201,0.280606644,5.209486153,1,183,5.209486153,5.209486153
0.00447775,0.002695557,0.005172275,0.011212956,1.035828359,20,290.5395883,89.2387654,34.31536101,3.255755355,97,0.373948882,0.280628035,5.225746674,1,186,5.225746674,5.225746674
0.004486574,0.002689324,0.005206205,0.01136118,1.052735342,20,293.1868743,72.8654,34.51965012,4.023677552,107,0.372923563,0.280649426,5.241747015,1,189,5.241747015,5.241747015
0.004495397,0.002683091,0.005240135,0.011509404,1.069642325,15,295.8341603,69.47879916,34.72393923,4.257905489,97,0.371898244,0.280670817,5.257495372,1,192,5.257495372,5.257495372
0.00450422,0.002676858,0.005274065,0.011657629,1.086549308,20,298.4814462,67.5479214,34.92822834,4.418810232,98,0.370872926,0.280692208,5.272999559,1,195,5.272999559,5.272999559
0.004513043,0.002670625,0.005307995,0.011805853,1.10345629,10,301.1287322,65.61704365,35.13251745,4.589184691,107,0.369847607,0.280713599,5.288267031,1,198,5.288267031,5.288267031
0.004521867,0.002664392,0.005341925,0.011954077,1.120363273,11,303.7760182,63.6861659,35.33680657,4.769890194,100,0.368822288,0.28073499,5.303304908,1,201,5.303304908,5.303304908
0.00453069,0.002658159,0.005375855,0.012102301,1.137270256,14,306.4233042,61.75528814,35.54109568,4.961895789,95,0.367796969,0.280756381,5.318119994,1,204,5.318119994,5.318119994
0.004539513,0.002651926,0.005409785,0.012250526,1.154177238,20,309.0705901,59.82441039,35.74538479,5.166295633,95,0.36677165,0.280777772,5.332718793,1,207,5.332718793,5.332718793
0.004548337,0.002645693,0.005443715,0.01239875,1.171084221,15,311.7178761,57.89353264,35.9496739,5.384329853,96,0.365746332,0.280799163,5.347107531,1,210,5.347107531,5.347107531
0.00455716,0.00263946,0.005477645,0.012546974,1.187991204,20,314.3651621,55.96265488,36.15396301,5.61740973,99,0.364721013,0.280820554,5.361292166,1,213,5.361292166,5.361292166
0.004565983,0.002633227,0.005511575,0.012695199,1.204898186,20,317.012448,54.03177713,36.35825213,5.867148276,103,0.363695694,0.280841945,5.375278408,1,216,5.375278408,5.375278408
0.004574807,0.002626994,0.005545506,0.012843423,1.221805169,15,319.659734,52.10089938,36.56254124,6.135397619,97,0.362670375,0.280863336,5.38907173,1,219,5.38907173,5.38907173
0.00458363,0.002620761,0.005579436,0.012991647,1.238712152,20,322.30702,50.17002162,36.76683035,6.424295018,108,0.361645056,0.280884727,5.402677382,1,222,5.402677382,5.402677382
0.004592453,0.002614528,0.005613366,0.013139871,1.255619135,10,324.9543059,48.23914387,36.97111946,6.736319924,102,0.360619738,0.280906118,5.416100402,1,225,5.416100402,5.416100402
0.004601276,0.002608295,0.005647296,0.013288096,1.272526117,11,327.6015919,46.30826612,37.17540857,7.074365322,99,0.359594419,0.280927509,5.429345629,1,228,5.429345629,5.429345629
0.0046101,0.002602062,0.005681226,0.01343632,1.2894331,14,330.2488779,44.37738836,37.37969769,7.441827698,101,0.3585691,0.2809489,5.442417711,1,231,5.442417711,5.442417711
0.004618923,0.002595829,0.005715156,0.013584544,1.306340083,20,332.8961638,42.44651061,37.5839868,7.842721559,102,0.357543781,0.280970291,5.455321115,1,234,5.455321115,5.455321115
0.004627746,0.002589596,0.005749086,0.013732768,1.323247065,15,335.5434498,40.51563286,37.78827591,8.281826697,109,0.356518462,0.280991682,5.468060141,1,237,5.468060141,5.468060141
0.00463657,0.002583363,0.005783016,0.013880993,1.340154048,20,338.1907358,38.5847551,37.99256502,8.764879676,100,0.355493144,0.281013073,5.480638923,1,240,5.480638923,5.480638923
0.004233,0.004623478,0.004333333,0.005066667,0.383661,19,321.9845678,73.8943812,43.346578,4.357361988,112,0.410648,0.265649,6.583409222,2,243,5.493061443,5.493061443
0.004467,0.008568945,0.005066667,0.0053,0.494806,25,493.786526,84.78654,33.8975689,5.823878719,140,0.450825,0.304379,6.587550015,2,246,5.505331536,5.505331536
0.0044,0.005018923,0.004933333,0.005366667,0.230962,14,186.83467,56.762945,21.4698234,3.291490073,123,0.44797,0.292663,6.591673732,2,249,5.517452896,5.517452896
0.004466667,0.004897646,0.004833333,0.004733,0.306289,15,176.549873,62.30912786,26.02845081,2.833451198,140,0.401015,0.276597,6.595780514,2,252,5.529429088,5.529429088
0.004466667,0.004329877,0.004733333,0.005267,0.263743,25,145.980734,74.2674032,35.87560234,1.965609779,140,0.424378,0.304379,6.599870499,2,255,5.541263545,5.541263545
0.004466667,0.004678345,0.004433,0.0048,0.181431,17,354.7546098,109.4567893,19.34087456,3.241047102,147,0.455351,0.304379,6.603943825,2,258,5.552959585,5.552959585
0.002733333,0.008568945,0.004467,0.005066667,0.575459,29,493.786526,57.72904651,11.22306475,8.553519517,139,0.417194,0.276597,6.608000625,2,261,5.564520407,5.564520407
0.004166667,0.004329877,0.0046,0.005133333,0.664899,25,145.980734,86.2674032,35.87560234,1.692188806,103,0.450922,0.296234,6.612041035,2,264,5.575949103,5.575949103
0.004466667,0.008568945,0.004633333,0.005066667,1.080265,29,493.786526,57.72904651,33.8975689,8.553519517,141,0.413965,0.266602,6.616065185,2,267,5.587248658,5.587248658
0.004666667,0.004678345,0.0043,0.004333333,0.658195,17,254.9483283,63.89236374,19.34087456,3.990278546,126,0.4445,0.292663,6.620073207,2,270,5.598421959,5.598421959
0.0044,0.004533879,0.005257575,0.0048,0.206464,10,404.5646438,68.47654,47.26807424,5.908076603,132,0.416017,0.263726,6.624065228,2,273,5.609471795,5.609471795
0.004833,0.005150158,0.009509401,0.005066667,0.251754,12,303.3333333,58.89787,23.94529082,5.150157948,134,0.4445,0.296694,6.628041376,2,276,5.620400866,5.620400866
0.0046,0.001174636,0.008048423,0.005133333,0.168276,10,388.86526,87.48897,19.33938499,4.444734691,139,0.454408,0.300349,6.632001777,2,279,5.631211782,5.631211782
0.004833333,0.005039288,0.00465235,0.002005075,0.411343,20,290.0515464,72.56757,21.9134355,3.996985794,143,0.416369,0.266602,6.635946556,2,282,5.641907071,5.641907071
0.004966667,0.002005075,0.009437854,0.004492767,0.247947,24,180.4656085,64.56897,21.22503065,2.794927788,152,0.4445,0.269113,6.639875834,2,285,5.65248918,5.65248918
0.004833333,0.004492767,0.008572788,0.002099597,0.150947,14,285.0515464,63.44677,35.79085375,4.492766872,142,0.4445,0.296694,6.643789733,2,288,5.66296048,5.66296048
0.004966667,0.002099597,0.005323579,0.002099597,0.410154,20,264.4966443,78.34678,21.89632333,3.375973388,151,0.421954,0.254324,6.647688374,2,291,5.673323267,5.673323267
0.004933333,0.002099597,0.00768659,0.003893344,0.530144,20,164.4966443,78.34678,21.89632333,2.099596745,142,0.454408,0.292663,6.651571874,2,294,5.683579767,5.683579767
0.004833333,0.003893344,0.004239777,0.004254323,0.426684,11,220.7657658,63.98753,14.53162242,3.450137328,132,0.416369,0.266602,6.65544035,2,297,5.693732139,5.693732139
0.004133,0.004623478,0.0043,0.005066667,0.19701,14,303.7845678,76.9043812,42.346578,3.950159446,102,0.404711,0.266602,6.65929392,2,300,5.703782475,5.703782475
0.004367,0.004693268,0.0043,0.004933333,0.18049,13,189.83467,89.349862,23.4329812,2.12462186,133,0.450825,0.287269,6.663132696,2,303,5.713732806,5.713732806
0.004533333,0.008368945,0.004433333,0.004833333,0.261366,24,102.7677054,59.72904651,32.8975689,1.720564975,107,0.445238,0.296694,6.666956792,2,306,5.723585102,5.723585102
0.004366667,0.00398439,0.0047,0.004733333,0.184238,13,170.5670294,66.0934678,27.0928567,2.580694206,133,0.424572,0.266602,6.670766321,2,309,5.733341277,5.733341277
0.004266667,0.005126655,0.004733333,0.004433,0.136262,19,124.3696443,55.8762834,32.4568789,2.225803807,138,0.42433,0.296694,6.674561392,2,312,5.743003188,5.743003188
0.004333333,0.00502387,0.004233,0.004467,0.117171,17,124.3696443,123.8645389,20.7864221,1.004077885,132,0.450825,0.296694,6.678342115,2,315,5.752572639,5.752572639
0.004266667,0.008568945,0.004467,0.0046,0.337431,25,252.9483283,57.72904651,33.8975689,4.38164743,123,0.402766,0.266602,6.682108597,2,318,5.762051383,5.762051383
0.0042,0.005126655,0.0044,0.004633333,0.349559,19,269.3082988,76.19087488,32.4568789,3.534652926,109,0.445238,0.296694,6.685860947,2,321,5.771441123,5.771441123
0.004366667,0.008568945,0.004466667,0.004266667,0.645482,25,142.0515464,57.72904651,33.8975689,2.460659841,132,0.413965,0.254346,6.689599269,2,324,5.780743516,5.780743516
0.004666667,0.00502387,0.004466667,0.0042,0.43785,17,235.8957658,123.8645389,20.7864221,1.9044657,122,0.449882,0.296694,6.693323668,2,327,5.789960171,5.789960171
0.004433,0.005037342,0.004966667,0.002142812,0.155236,11,308.3646438,79.876381,26.34807424,3.860523473,110,0.416017,0.263726,6.697034248,2,330,5.799092654,5.799092654
0.004467,0.002142812,0.005066667,0.001231739,0.14432,10,113.5423333,52.98754,24.78929082,2.142811938,120,0.464457,0.287269,6.70073111,2,333,5.80814249,5.80814249
0.0046,0.001231739,0.0053,0.001357873,0.114276,10,110.4567054,89.67543,14.67938499,1.231738787,110,0.460733,0.292663,6.704414355,2,336,5.81711116,5.81711116
0.004633333,0.001357873,0.005366667,0.001581207,0.18806,14,102.4565464,75.45372,13.45085375,1.357872699,120,0.43099,0.254346,6.708084084,2,339,5.826000107,5.826000107
0.0043,0.001581207,0.004733,0.008572788,0.142286,20,269.3082988,78.65487,16.45632333,3.423924021,120,0.465203,0.294955,6.711740395,2,342,5.834810737,5.834810737
0.0043,0.001581207,0.005267,0.005323579,0.142286,20,326.8709536,78.65487,16.45632333,4.155762429,120,0.464457,0.287269,6.715383386,2,345,5.843544417,5.843544417
0.0043,0.002018453,0.0048,0.00768659,0.174549,13,145.2916085,71.98165,12.56503065,2.018453432,120,0.432322,0.264341,6.719013154,2,348,5.85220248,5.85220248
0.004433333,0.001973337,0.005066667,0.004239777,0.362959,20,135.2988889,68.56349,20.6234355,1.973337251,110,0.449882,0.266983,6.722629795,2,351,5.860786223,5.860786223
0.0047,0.001813579,0.005133333,0.004533879,0.295195,11,129.9857658,71.67361,24.34675224,1.813579165,120,0.43099,0.254346,6.726233402,2,354,5.869296913,5.869296913
0.004733333,0.002569614,0.005066667,0.004966667,0.414199,16,178.9833283,69.65378,10.9289225,2.569614001,130,0.461479,0.292663,6.72982407,2,357,5.877735782,5.877735782
0.004539053,0.00262166,0.004983279,0.004126545,0.208980808,25,143.4417178,77.90375326,19.002132,1.841268383,115,0.445844144,0.274542696,6.733401892,2,360,5.886104031,5.886104031
0.004542758,0.002535861,0.004970484,0.00411264,0.203245685,21,138.6818288,78.13654123,18.68454826,1.774865212,116,0.446317538,0.274205266,6.736966958,2,363,5.894402834,5.894402834
0.004546463,0.002450063,0.004957688,0.004098734,0.197510561,22,133.9219399,78.3693292,18.36696452,1.708856529,125,0.446790931,0.273867835,6.74051936,2,366,5.902633333,5.902633333
0.004550168,0.002364264,0.004944893,0.004084829,0.191775437,25,129.162051,78.60211717,18.04938078,1.643238829,128,0.447264324,0.273530405,6.744059186,2,369,5.910796644,5.910796644
0.004553873,0.002278465,0.004932097,0.004070923,0.186040314,22,124.402162,78.83490514,17.73179704,1.578008648,117,0.447737717,0.273192974,6.747586527,2,372,5.918893854,5.918893854
0.004557578,0.002192666,0.004919302,0.004057017,0.18030519,23,119.6422731,79.06769311,17.41421331,1.513162562,117,0.44821111,0.272855544,6.751101469,2,375,5.926926026,5.926926026
0.004561284,0.002106867,0.004906506,0.004043112,0.174570066,23,114.8823842,79.30048108,17.09662957,1.448697191,125,0.448684503,0.272518113,6.754604099,2,378,5.934894196,5.934894196
0.004564989,0.002021068,0.004893711,0.004029206,0.168834943,26,110.1224952,79.53326905,16.77904583,1.38460919,121,0.449157896,0.272180682,6.758094504,2,381,5.942799375,5.942799375
0.004568694,0.001935269,0.004880916,0.004015301,0.163099819,22,105.3626063,79.76605702,16.46146209,1.320895256,119,0.449631289,0.271843252,6.761572769,2,384,5.950642553,5.950642553
0.004572399,0.001849471,0.00486812,0.004001395,0.157364695,26,100.6027174,79.99884499,16.14387835,1.257552123,117,0.450104682,0.271505821,6.765038977,2,387,5.958424693,5.958424693
0.004576104,0.001763672,0.004855325,0.003987489,0.151629572,21,321.9845678,80.23163296,15.82629462,4.013187267,123,0.450578076,0.271168391,6.768493212,2,390,5.966146739,5.966146739
0.00457981,0.001677873,0.004842529,0.003973584,0.145894448,24,493.786526,80.46442093,15.50871088,6.136706389,124,0.451051469,0.27083096,6.771935556,2,393,5.973809612,5.973809612
0.004583515,0.001592074,0.004829734,0.003959678,0.140159324,26,186.83467,80.6972089,15.19112714,2.315255664,122,0.451524862,0.27049353,6.775366091,2,396,5.981414211,5.981414211
0.00458722,0.001506275,0.004816938,0.003945773,0.1344242,21,176.549873,80.92999687,14.8735434,2.181513405,122,0.451998255,0.270156099,6.778784898,2,399,5.988961417,5.988961417
0.004590925,0.001420476,0.004804143,0.003931867,0.128689077,24,145.980734,81.16278484,14.55595966,1.798616623,127,0.452471648,0.269818668,6.782192056,2,402,5.996452089,5.996452089
0.00459463,0.001334678,0.004791347,0.003917962,0.122953953,25,354.7546098,81.39557281,14.23837593,4.358401785,115,0.452945041,0.269481238,6.785587645,2,405,6.003887067,6.003887067
0.004598336,0.001248879,0.004778552,0.003904056,0.117218829,26,493.786526,81.62836078,13.92079219,6.049203014,117,0.453418434,0.269143807,6.788971743,2,408,6.011267174,6.011267174
0.004602041,0.00116308,0.004765757,0.00389015,0.111483706,22,145.980734,81.86114875,13.60320845,1.783272483,122,0.453891827,0.268806377,6.792344427,2,411,6.018593214,6.018593214
0.004605746,0.001077281,0.004752961,0.003876245,0.105748582,22,493.786526,82.09393672,13.28562471,6.014896419,123,0.454365221,0.268468946,6.795705775,2,414,6.025865974,6.025865974
0.004609451,0.000991482,0.004740166,0.003862339,0.100013458,21,254.9483283,82.32672469,12.96804097,3.09678697,123,0.454838614,0.268131516,6.799055862,2,417,6.033086222,6.033086222
0.004613156,0.000905683,0.00472737,0.003848434,0.094278335,22,404.5646438,82.55951266,12.65045724,4.900278972,120,0.455312007,0.267794085,6.802394763,2,420,6.040254711,6.040254711
0.004616862,0.000819884,0.004714575,0.003834528,0.088543211,24,303.3333333,82.79230063,12.3328735,3.663786741,125,0.4557854,0.267456654,6.805722553,2,423,6.047372179,6.047372179
0.004620567,0.000734086,0.004701779,0.003820623,0.082808087,26,388.86526,83.0250886,12.01528976,4.68370786,117,0.456258793,0.267119224,6.809039306,2,426,6.054439346,6.054439346
0.004624272,0.004623478,0.004688984,0.003806717,0.077072964,21,290.0515464,83.25787657,11.69770602,3.483773048,122,0.456732186,0.266781793,6.812345094,2,429,6.061456919,6.061456919
0.004627977,0.008568945,0.004676188,0.003792811,0.07133784,24,180.4656085,83.49066453,11.38012228,2.161506433,121,0.457205579,0.266444363,6.81563999,2,432,6.068425588,6.068425588
0.004631682,0.005018923,0.004663393,0.003778906,0.065602716,25,285.0515464,83.7234525,11.06253855,3.404679787,120,0.457678972,0.266106932,6.818924065,2,435,6.075346031,6.075346031
0.004635387,0.004897646,0.004650597,0.003765,0.059867593,21,264.4966443,83.95624047,10.74495481,3.150410771,118,0.458152365,0.265769502,6.822197391,2,438,6.08221891,6.08221891
0.004639093,0.004329877,0.004637802,0.003751095,0.054132469,26,164.4966443,84.18902844,10.42737107,1.953896456,118,0.458625759,0.265432071,6.825460036,2,441,6.089044875,6.089044875
0.004642798,0.004678345,0.004625007,0.003737189,0.048397345,24,220.7657658,84.42181641,10.10978733,2.61503217,124,0.459099152,0.26509464,6.828712072,2,444,6.095824562,6.095824562
0.004646503,0.008568945,0.004612211,0.003723284,0.042662222,26,303.7845678,84.65460438,9.792203594,3.588517955,124,0.459572545,0.26475721,6.831953566,2,447,6.102558595,6.102558595
0.004650208,0.004329877,0.004599416,0.003709378,0.036927098,23,189.83467,84.88739235,9.474619856,2.236311715,122,0.460045938,0.264419779,6.835184586,2,450,6.109247583,6.109247583
0.004653913,0.008568945,0.00458662,0.003695472,0.031191974,26,102.7677054,85.12018032,9.157036118,1.207324808,124,0.460519331,0.264082349,6.838405201,2,453,6.115892125,6.115892125
0.004657619,0.004678345,0.004573825,0.003681567,0.02545685,23,170.5670294,85.35296829,8.83945238,1.998372556,116,0.460992724,0.263744918,6.841615476,2,456,6.12249281,6.12249281
0.004661324,0.004533879,0.004561029,0.003667661,0.019721727,25,124.3696443,85.58575626,8.521868642,1.453158209,117,0.461466117,0.263407488,6.844815479,2,459,6.12905021,6.12905021
0.004665029,0.005150158,0.004548234,0.003653756,0.013986603,22,124.3696443,85.81854423,8.204284904,1.44921643,123,0.46193951,0.263070057,6.848005275,2,462,6.135564891,6.135564891
